Block,TrialInBlock,Trial,CalibrationMethod,Dummy,Durtaion,SensationThreshold,DiscomfortThreshold,Comfortability,Completed,Attempts,Skipped,RespTime
0,0,0,Keyboard,0,0,0,0,0,True,1,False,154.5045
1,0,1,Slider,0,0,0,0,0,True,1,False,89.13962
2,0,2,Keyboard,0,0,0,0,0,True,1,False,76.34247
3,0,3,Slider,0,0,0,0,0,True,1,False,79.55521
