Block,TrialInBlock,Trial,CalibrationMethod,Dummy,Durtaion,SensationThreshold,DiscomfortThreshold,Comfortability,Completed,Attempts,Skipped,RespTime
0,0,0,Keyboard,0,0,0,0,0,True,1,False,176.0833
1,0,1,Slider,0,0,0,0,0,True,1,False,99.07297
2,0,2,Keyboard,0,0,0,0,0,True,1,False,69.375
3,0,3,Slider,0,0,0,0,0,True,1,False,80.26929
