sep=;
condition;trial;threshold;attempt;intensity;timestamp
Keyboard;1;Sensation;1;0.2;0
Keyboard;1;Sensation;1;0.3;0.608429
Keyboard;1;Sensation;1;0.4;0.9751129
Keyboard;1;Sensation;1;0.5;1.264786
Keyboard;1;Sensation;1;0.6;1.596802
Keyboard;1;Sensation;1;0.7;1.964722
Keyboard;1;Sensation;1;0.8;2.352859
Keyboard;1;Sensation;1;0.9;2.67482
Keyboard;1;Sensation;1;1;3.040939
Keyboard;1;Sensation;1;1.1;3.517792
Keyboard;1;Sensation;1;1.2;5.473511
Keyboard;1;Sensation;1;1.3;5.817123
Keyboard;1;Sensation;1;1.4;6.039444
Keyboard;1;Sensation;1;1.5;6.283875
Keyboard;1;Sensation;1;1.6;6.983383
Keyboard;1;Sensation;1;1.7;7.184601
Keyboard;1;Sensation;1;1.8;8.627625
Keyboard;1;Sensation;1;1.9;8.849365
Keyboard;1;Sensation;1;2;9.150803
Keyboard;1;Sensation;1;2.1;10.13905
Keyboard;1;Sensation;1;2.2;10.36089
Keyboard;1;Sensation;1;2.3;10.5603
Keyboard;1;Sensation;1;2.2;22.32204
Keyboard;1;Sensation;1;2.1;22.69919
Keyboard;1;Sensation;1;2;23.00946
Keyboard;1;Sensation;1;2.1;23.86566
Keyboard;1;Sensation;1;2.2;25.35414
Keyboard;1;Sensation;1;2.3;27.37581
Keyboard;1;Sensation;1;2.2;30.3288
Keyboard;1;Sensation;1;2.1;49.03241
Keyboard;1;Sensation;1;2;49.43268
Keyboard;1;Sensation;1;2.1;56.08485
Keyboard;1;Sensation;1;2.2;61.73856
Keyboard;1;Sensation;1;2.3;65.81386
Keyboard;1;Discomfort;1;2.4;82.72858
Keyboard;1;Discomfort;1;2.5;83.47276
Keyboard;1;Discomfort;1;2.6;83.84898
Keyboard;1;Discomfort;1;2.7;84.1395
Keyboard;1;Discomfort;1;2.8;84.36116
Keyboard;1;Discomfort;1;2.9;84.52789
Keyboard;1;Discomfort;1;3;85.08311
Keyboard;1;Discomfort;1;3.1;85.63829
Keyboard;1;Discomfort;1;3.2;85.79446
Keyboard;1;Discomfort;1;3.3;85.96121
Keyboard;1;Discomfort;1;3.4;86.16029
Keyboard;1;Discomfort;1;3.5;94.30072
Keyboard;1;Discomfort;1;3.6;94.62292
Keyboard;1;Discomfort;1;3.7;94.89049
Keyboard;1;Discomfort;1;3.8;95.13458
Keyboard;1;Discomfort;1;3.9;96.14503
Keyboard;1;Discomfort;1;4;96.6097
Keyboard;1;Discomfort;1;4.1;96.8322
Keyboard;1;Discomfort;1;4.2;97.18919
Keyboard;1;Discomfort;1;4.3;97.38907
Keyboard;1;Discomfort;1;4.4;98.04369
Keyboard;1;Discomfort;1;4.5;98.37741
Keyboard;1;Discomfort;1;4.6;98.59924
Keyboard;1;Discomfort;1;4.7;99.17715
Keyboard;1;Discomfort;1;4.8;99.49966
Keyboard;1;Discomfort;1;4.9;99.79922
Keyboard;1;Discomfort;1;5;100.1217
Keyboard;1;Discomfort;1;5.1;100.5872
Keyboard;1;Discomfort;1;5.2;100.7875
Keyboard;1;Discomfort;1;5.3;101.376
Keyboard;1;Discomfort;1;5.4;101.7427
Keyboard;1;Discomfort;1;5.5;102.0324
Keyboard;1;Discomfort;1;5.6;102.3086
Keyboard;1;Discomfort;1;5.7;102.6294
Keyboard;1;Discomfort;1;5.8;102.8411
Keyboard;1;Discomfort;1;5.9;103.264
Keyboard;1;Discomfort;1;6;107.8066
Keyboard;1;Discomfort;1;6.1;108.2069
Keyboard;1;Discomfort;1;6.2;108.5061
Keyboard;1;Discomfort;1;6.3;108.9173
