sep=;
condition;trial;threshold;attempt;intensity;timestamp
Keyboard;1;Sensation;1;0.2;0
Keyboard;1;Sensation;1;0.3;1.164017
Keyboard;1;Sensation;1;0.4;1.486649
Keyboard;1;Sensation;1;0.5;1.830612
Keyboard;1;Sensation;1;0.6;2.307983
Keyboard;1;Sensation;1;0.7;2.630356
Keyboard;1;Sensation;1;0.8;2.963913
Keyboard;1;Sensation;1;0.9;3.474411
Keyboard;1;Sensation;1;1;4.107666
Keyboard;1;Sensation;1;1.1;4.418655
Keyboard;1;Sensation;1;1.2;4.741257
Keyboard;1;Sensation;1;1.3;5.141571
Keyboard;1;Sensation;1;1.4;5.783829
Keyboard;1;Sensation;1;1.5;6.02829
Keyboard;1;Sensation;1;1.6;6.38446
Keyboard;1;Sensation;1;1.7;6.650848
Keyboard;1;Sensation;1;1.8;6.972885
Keyboard;1;Sensation;1;1.9;7.918076
Keyboard;1;Sensation;1;2;8.207062
Keyboard;1;Sensation;1;2.1;8.694595
Keyboard;1;Sensation;1;2.2;9.149475
Keyboard;1;Sensation;1;2.3;9.493347
Keyboard;1;Discomfort;1;2.4;24.34311
Keyboard;1;Discomfort;1;2.5;25.36565
Keyboard;1;Discomfort;1;2.6;27.96405
Keyboard;1;Discomfort;1;2.7;31.89534
Keyboard;1;Discomfort;1;2.6;32.39449
Keyboard;1;Discomfort;1;2.7;33.02837
Keyboard;1;Discomfort;1;2.8;33.47255
Keyboard;1;Discomfort;1;2.9;33.82768
Keyboard;1;Discomfort;1;3;34.19373
Keyboard;1;Discomfort;1;2.9;35.04926
Keyboard;1;Discomfort;1;2.8;35.46048
Keyboard;1;Discomfort;1;2.9;35.78293
Keyboard;1;Discomfort;1;3;36.71523
Keyboard;1;Discomfort;1;3.1;36.91602
Keyboard;1;Discomfort;1;3.2;37.22556
Keyboard;1;Discomfort;1;3.3;37.86002
Keyboard;1;Discomfort;1;3.4;38.22604
Keyboard;1;Discomfort;1;3.5;38.51514
Keyboard;1;Discomfort;1;3.6;39.17004
Keyboard;1;Discomfort;1;3.7;39.45877
Keyboard;1;Discomfort;1;3.8;39.77983
Keyboard;1;Discomfort;1;3.9;40.84584
Keyboard;1;Discomfort;1;4;43.05766
Keyboard;1;Discomfort;1;3.9;43.77893
Keyboard;1;Discomfort;1;3.8;43.98
Keyboard;1;Discomfort;1;3.7;44.22285
Keyboard;1;Discomfort;1;3.6;44.51295
Keyboard;1;Discomfort;1;3.5;46.33383
