sep=;
condition;trial;threshold;attempt;intensity;timestamp
Slider;2;Discomfort;1;3.5;28.00966
Slider;2;Discomfort;1;3.6;29.15428
Slider;2;Discomfort;1;3.7;29.89764
Slider;2;Discomfort;1;3.8;30.30984
Slider;2;Discomfort;1;3.9;30.75334
Slider;2;Discomfort;1;3.8;31.00874
Slider;2;Discomfort;1;3.7;31.38588
Keyboard;3;Sensation;1;0.2;0
Keyboard;3;Sensation;1;0.3;0.6339722
Keyboard;3;Sensation;1;0.4;0.9994202
Keyboard;3;Sensation;1;0.5;1.332489
Keyboard;3;Sensation;1;0.6;1.69986
Keyboard;3;Sensation;1;0.7;1.989319
Keyboard;3;Sensation;1;0.8;2.321899
Keyboard;3;Sensation;1;0.9;2.543945
Keyboard;3;Sensation;1;1;2.898773
Keyboard;3;Sensation;1;1.1;3.186829
Keyboard;3;Sensation;1;1.2;3.454163
Keyboard;3;Sensation;1;1.3;4.176422
Keyboard;3;Sensation;1;1.4;4.44339
Keyboard;3;Sensation;1;1.5;5.39798
Keyboard;3;Sensation;1;1.6;7.275665
Keyboard;3;Sensation;1;1.7;8.129425
Keyboard;3;Sensation;1;1.8;8.352631
Keyboard;3;Sensation;1;1.9;8.540985
Keyboard;3;Sensation;1;2;8.719543
Keyboard;3;Sensation;1;2.1;8.985931
Keyboard;3;Sensation;1;2.2;9.207764
Keyboard;3;Sensation;1;2.3;9.452545
Keyboard;3;Sensation;1;2.4;11.13919
Keyboard;3;Sensation;1;2.3;11.71771
Keyboard;3;Discomfort;1;2.4;19.64801
Keyboard;3;Discomfort;1;2.5;20.03494
Keyboard;3;Discomfort;1;2.6;20.36835
Keyboard;3;Discomfort;1;2.7;20.63544
Keyboard;3;Discomfort;1;2.8;21.19061
Keyboard;3;Discomfort;1;2.9;21.4574
Keyboard;3;Discomfort;1;3;21.63544
Keyboard;3;Discomfort;1;3.1;21.84634
Keyboard;3;Discomfort;1;3.2;22.07938
Keyboard;3;Discomfort;1;3.3;22.34567
Keyboard;3;Discomfort;1;3.4;22.56723
Keyboard;3;Discomfort;1;3.5;22.81305
Keyboard;3;Discomfort;1;3.6;23.0993
Keyboard;3;Discomfort;1;3.7;23.34421
Keyboard;3;Discomfort;1;3.8;23.56604
Keyboard;3;Discomfort;1;3.7;25.54471
Keyboard;3;Discomfort;1;3.6;27.95367
Keyboard;3;Discomfort;1;3.7;31.42947
Keyboard;3;Discomfort;1;3.6;32.62964
Keyboard;3;Discomfort;1;3.7;34.50674
Slider;4;Sensation;1;0.2;0
Slider;4;Sensation;1;0.3;0.1330872
Slider;4;Sensation;1;0.4;0.2438049
Slider;4;Sensation;1;0.5;0.3437195
Slider;4;Sensation;1;0.6;0.4431152
Slider;4;Sensation;1;0.7;0.5319824
Slider;4;Sensation;1;0.8;0.6095886
Slider;4;Sensation;1;0.9;0.687439
Slider;4;Sensation;1;1;0.7660828
Slider;4;Sensation;1;1.1;0.8556519
Slider;4;Sensation;1;1.2;0.9329834
Slider;4;Sensation;1;1.3;1.022491
Slider;4;Sensation;1;1.4;1.099091
Slider;4;Sensation;1;1.5;1.177399
Slider;4;Sensation;1;1.6;1.253662
Slider;4;Sensation;1;1.7;1.331268
Slider;4;Sensation;1;1.8;1.421173
Slider;4;Sensation;1;1.9;1.531311
Slider;4;Sensation;1;2;1.63205
Slider;4;Sensation;1;2.1;1.711823
Slider;4;Sensation;1;2.2;1.798615
Slider;4;Sensation;1;2.3;1.920776
Slider;4;Sensation;1;2.4;2.042938
Slider;4;Sensation;1;2.5;2.165558
Slider;4;Sensation;1;2.6;2.498627
Slider;4;Sensation;1;2.7;2.698853
Slider;4;Sensation;1;2.8;2.78772
Slider;4;Sensation;1;2.9;2.865845
Slider;4;Sensation;1;3;2.932373
Slider;4;Sensation;1;3.1;2.998627
Slider;4;Sensation;1;3.2;3.064758
Slider;4;Sensation;1;3.3;3.153748
Slider;4;Sensation;1;3.2;3.608521
Slider;4;Sensation;1;3.1;3.808746
Slider;4;Sensation;1;3;3.930756
Slider;4;Sensation;1;2.9;4.009338
Slider;4;Sensation;1;2.8;4.087036
Slider;4;Sensation;1;2.7;4.164398
Slider;4;Sensation;1;2.6;4.243652
Slider;4;Sensation;1;2.5;4.320099
Slider;4;Sensation;1;2.4;4.353363
Slider;4;Sensation;1;2.3;4.375305
Slider;4;Sensation;1;2.2;4.397644
Slider;4;Sensation;1;2.1;4.419861
Slider;4;Sensation;1;2;4.441986
Slider;4;Sensation;1;1.9;4.464081
Slider;4;Sensation;1;1.8;4.475464
Slider;4;Sensation;1;1.7;4.498413
Slider;4;Sensation;1;1.6;4.531769
Slider;4;Sensation;1;1.5;4.552917
Slider;4;Sensation;1;1.4;4.585388
Slider;4;Sensation;1;1.3;4.6297
Slider;4;Sensation;1;1.2;4.67511
Slider;4;Sensation;1;1.1;4.73053
Slider;4;Sensation;1;1;4.796661
Slider;4;Sensation;1;0.9;4.874207
Slider;4;Sensation;1;0.8;5.009827
Slider;4;Sensation;1;0.7;5.129913
Slider;4;Sensation;1;0.6;5.307678
Slider;4;Sensation;1;0.5;5.452393
Slider;4;Sensation;1;0.6;5.841431
Slider;4;Sensation;1;0.7;5.930725
Slider;4;Sensation;1;0.8;5.986115
Slider;4;Sensation;1;0.9;6.063812
Slider;4;Sensation;1;1;6.196777
Slider;4;Sensation;1;1.1;6.308258
Slider;4;Sensation;1;1.2;6.419189
Slider;4;Sensation;1;1.3;6.541809
Slider;4;Sensation;1;1.4;6.674927
Slider;4;Sensation;1;1.5;6.874023
Slider;4;Sensation;1;1.6;7.108154
Slider;4;Sensation;1;1.7;7.308014
Slider;4;Sensation;1;1.8;7.541718
Slider;4;Sensation;1;1.9;7.862549
Slider;4;Sensation;1;2;8.229553
Slider;4;Sensation;1;2.1;10.35086
Slider;4;Sensation;1;2.2;10.50586
Slider;4;Sensation;1;2.3;10.77298
Slider;4;Sensation;1;2.2;11.09442
Slider;4;Discomfort;1;2.1;18.98007
Slider;4;Discomfort;1;2.2;19.08008
Slider;4;Discomfort;1;2.3;19.15778
Slider;4;Discomfort;1;2.4;19.22397
Slider;4;Discomfort;1;2.5;19.29065
Slider;4;Discomfort;1;2.6;19.35727
Slider;4;Discomfort;1;2.7;19.41373
Slider;4;Discomfort;1;2.8;19.46902
Slider;4;Discomfort;1;2.9;19.51331
Slider;4;Discomfort;1;3;19.56982
Slider;4;Discomfort;1;3.1;19.63528
Slider;4;Discomfort;1;3.2;19.71292
Slider;4;Discomfort;1;3.3;19.81271
Slider;4;Discomfort;1;3.4;19.93573
Slider;4;Discomfort;1;3.5;20.04703
Slider;4;Discomfort;1;3.6;20.15753
Slider;4;Discomfort;1;3.7;20.26855
Slider;4;Discomfort;1;3.8;20.34616
Slider;4;Discomfort;1;3.9;20.43564
Slider;4;Discomfort;1;4;20.5347
Slider;4;Discomfort;1;4.1;20.64578
Slider;4;Discomfort;1;4.2;20.77917
Slider;4;Discomfort;1;4.3;20.92416
Slider;4;Discomfort;1;4.4;21.21249
Slider;4;Discomfort;1;4.3;21.45776
Slider;4;Discomfort;1;4.2;22.22284
Slider;4;Discomfort;1;4.1;22.46783
Slider;4;Discomfort;1;4;22.58978
Slider;4;Discomfort;1;3.9;22.70111
Slider;4;Discomfort;1;3.8;22.81204
Slider;4;Discomfort;1;3.7;22.90128
Slider;4;Discomfort;1;3.6;23.03406
Slider;4;Discomfort;1;3.7;26.80981
Slider;4;Discomfort;1;3.8;27.05453
Slider;4;Discomfort;1;3.7;27.44427
Slider;4;Discomfort;1;3.8;33.82001
Slider;4;Discomfort;1;3.9;34.22913
Slider;4;Discomfort;1;3.8;34.52991
Slider;4;Discomfort;1;3.9;38.06134
Slider;4;Discomfort;1;4;38.48315
Slider;4;Discomfort;1;3.9;39.23883
Slider;4;Discomfort;1;3.8;40.32645
